headword,words,ner,docSize,sentSize
Tesla,[Mercedes", Mercury", MG", Mini", Mitsubishi", Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Mercury", MG", Mini", Mitsubishi", Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Mini", Mitsubishi", Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],O,1,1
Tesla,[Mitsubishi", Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Morgan", Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Morris", Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
McLaren,[Motors", Aston", Martin", Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Tesla,[Nissan", Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Noble", Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Opel", Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Peugeot", PGO", Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Pinterest,[Pinterest],O,1,1
Tesla,[Pontiac", Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Porsche", Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Princess", Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Renault", Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Rolls-Royce", Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
McLaren,[Romeo", Asia", Motors", Aston", Martin", Audi", Austin", Autobianchi", Bentley", BMW", Bugatti", Buick", Cadillac", Carver", Chevrolet", Chrysler", Citroen", Corvette", Dacia", Daewoo", Daihatsu", Daimler", Datsun", Dodge", Donkervoort", DS", Ferrari", Fiat", Fisker", Ford", FSO", Galloper", Honda", Hummer", Hyundai", Infiniti", Innocenti", Iveco", Jaguar", Jeep", Josse", Kia", KTM", Lada", Lamborghini", Lancia", Land", Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
McLaren,[Rover", Landwind", Lexus", Lincoln", Lotus", Marcos", Maserati", Maybach", Mazda", McLaren],ORGANIZATION,1,1
Tesla,[Rover", Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Saab", Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Seat", Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Skoda", Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Smart", Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Spectre", SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[SsangYong", Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Subaru", Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Suzuki", Talbot", Tesla],ORGANIZATION,1,1
Yugo,[TVR", Volkswagen", Volvo", Yugo],ORGANIZATION,1,1
Tesla,[Talbot", Tesla],ORGANIZATION,1,1
Tesla,[Tesla],ORGANIZATION,1,1
Yugo,[Toyota", Triumph", TVR", Volkswagen", Volvo", Yugo],ORGANIZATION,1,1
Yugo,[Triumph", TVR", Volkswagen", Volvo", Yugo],ORGANIZATION,1,1
Google,[Twitter", |", Google],O,1,1
Yugo,[Volkswagen", Volvo", Yugo],ORGANIZATION,1,1
Yugo,[Volvo", Yugo],ORGANIZATION,1,1
cars-data,[cars-data],O,1,1
Google,[|", Twitter", |", Google],O,1,1
4,[4],NUMBER,1,1
5,[5],NUMBER,1,3
6,[6],NUMBER,1,2
7,[7],NUMBER,1,3
7,[7],NUMBER,1,1
8,[8],NUMBER,1,1
9,[9],NUMBER,1,3
Advice,[Advice],O,1,1
Center,[Affiliate", Center],O,1,1
Reserved,[All", Rights", Reserved],O,1,1
Report,[Automotive", Color", Popularity", Report],O,1,1
Averages,[Averages],O,1,1
Report,[Axalta", Automotive", Color", Popularity", Report],O,1,1
Systems,[Axalta", Coating", Systems],ORGANIZATION,1,2
report,[Axalta", report],O,1,1
BMW,[BMW],O,1,1
Bankrate,[Bankrate],ORGANIZATION,1,4
Bankrate.com,[Bankrate.com],O,1,2
slideshow,[Begin", slideshow],O,1,1
Black,[Black],O,1,3
Black,[Black],PERSON,1,1
Black,[Black],O,1,1
Blue,[Blue],O,1,2
Blue,[Blue],O,1,1
Blues,[Blues],O,1,1
Bright,[Bright],O,1,2
Brown/Beige,[Brown/Beige],O,1,1
Rights,[California", Privacy", Rights],O,1,1
Careers,[Careers],O,1,1
Report,[Color", Popularity", Report],O,1,1
preferences,[Color", preferences],O,1,1
Us,[Contact", Us],O,1,1
calculator,[Credit", card", payoff", calculator],O,1,1
reviews,[Credit", card", reviews],O,1,1
basics,[Credit", union", basics],O,1,1
Current,[Current],DATE,1,1
calculator,[Debt", consolidation", calculator],O,1,1
management,[Debt", management],O,1,1
Depot,[Depot],ORGANIZATION,1,1
Design,[Design],ORGANIZATION,1,1
Detroit,[Detroit],LOCATION,1,1
Images,[Donmaz/Getty", Images],O,1,1
DuPont,[DuPont],ORGANIZATION,1,1
Environmental,[Environmental],O,1,1
Advice,[Expert", Advice],O,1,1
Finance,[Finance],O,1,1
Journey,[Financial", Journey],O,1,1
report,[Free", credit", report],O,1,1
Gender,[Gender],O,1,1
types,[Go-getter", types],O,1,1
Granko/Shutterstock,[Granko/Shutterstock],PERSON,1,1
Green,[Green],O,1,1
Depot,[Home", Depot],ORGANIZATION,1,1
rates,[IRA", CD", rates],ORGANIZATION,1,1
basics,[IRA", basics],ORGANIZATION,1,1
Images,[Images],O,1,3
basics,[Insurance", basics],O,1,1
Kurmyshov/Shutterstock,[Ivan", Kurmyshov/Shutterstock],PERSON,1,2
Lagreca/Shutterstock,[Ivan", Steve", Lagreca/Shutterstock],PERSON,1,1
Journey,[Journey],O,1,1
Kids,[Kids],O,1,1
Reserved,[LLC", All", Rights", Reserved],O,1,1
Lagreca/Shutterstock,[Lagreca/Shutterstock],PERSON,1,1
Latest,[Latest],O,1,1
Life,[Life],O,1,1
Images,[Marin", Tomas/Getty", Images],O,1,1
Mini,[Mini],O,1,1
Lockhart,[Nancy", Lockhart],PERSON,1,1
Net,[Net],O,1,1
School,[New", School],ORGANIZATION,1,1
City,[New", York", City],LOCATION,1,1
OK,[OK],O,1,1
Orange,[Orange],O,1,2
Perfect,[Perfect],O,1,1
calculators,[Personal", finance", calculators],O,1,1
glossary,[Personal", finance", glossary],O,1,1
Policy,[Policy],O,1,1
Pop-Tart,[Pop-Tart],O,1,1
Topics,[Popular", Topics],O,1,1
Room,[Press", Room],O,1,1
Policy,[Privacy", Policy],O,1,1
Rights,[Privacy", Rights],O,1,1
Red,[Red],O,1,1
Red,[Red],O,1,1
Reserved,[Reserved],O,1,1
cards,[Rewards", credit", cards],O,1,1
IRA,[Roth", IRA],ORGANIZATION,1,1
Sitarchuk/Shutterstock,[Ruslan", Sitarchuk/Shutterstock],PERSON,1,1
SUVs,[SUVs],O,1,1
School,[School],ORGANIZATION,1,1
Someone,[Someone],O,1,1
Systems,[Systems],ORGANIZATION,1,2
advice,[Tax", advice],O,1,1
Terms,[Terms],O,1,1
Top,[Top],O,1,1
U.S.,[U.S.],LOCATION,1,2
White,[White],PERSON,1,1
White,[White],O,1,1
Yellow,[Yellow],O,1,2
City,[York", City],LOCATION,1,1
Young,[Young],O,1,1
action,[action],O,1,1
advertising-supported,[advertising-supported],O,1,1
advice,[advice],O,1,1
afraid,[afraid],O,1,2
anything,[anything],O,1,1
app,[app],O,1,1
appearance,[appearance],O,1,1
appliances,[appliances],O,1,1
appointments,[appointments],O,1,1
arboretums,[arboretums],O,1,1
assessment,[assessment],O,1,1
attitude,[attitude],O,1,1
available,[available],O,1,2
backlash,[backlash],O,1,1
bad,[bad],O,1,4
basics,[basics],O,1,1
beige,[beige],O,1,1
best,[best],O,1,4
best,[best],O,1,1
biofuel,[biofuel],O,1,1
black,[black],O,1,7
black-tie,[black-tie],O,1,1
blue,[blue],O,1,3
blues,[blues],O,1,1
bolder,[bolder],O,1,1
brake,[brake],O,1,1
brands,[brands],O,1,2
bright,[bright],O,1,1
brighter,[brighter],O,1,1
brown,[brown],O,1,3
brown-car,[brown-car],O,1,1
buyer,[buyer],O,1,2
buyers,[buyers],O,1,2
calculations,[calculations],O,1,1
car,[car],O,1,12
buyers,[car", buyers],O,1,1
colors,[car", colors],O,1,1
dealership,[car", dealership],O,1,1
driver,[car", driver],O,1,1
mistakes,[car", leasing", mistakes],O,1,2
loan,[car", loan],O,1,3
repairs,[car", repairs],O,1,1
screams,[car", screams],O,1,1
cars,[cars],O,1,7
cars,[cars],O,1,1
cars,[cars],O,1,1
check-engine,[check-engine],O,1,1
choices,[choices],O,1,2
classic,[classic],O,1,1
clean,[clean],O,1,1
climate,[climate],O,1,1
color,[color],O,1,18
theory,[color", theory],O,1,1
colorful,[colorful],O,1,1
colors,[colors],O,1,6
comfortable,[comfortable],O,1,1
companies,[companies],O,1,1
comparisons,[comparisons],O,1,1
compensation,[compensation],O,1,1
confidence,[confidence],O,1,1
cons,[cons],O,1,1
contemporary,[contemporary],O,1,1
control,[control],O,1,1
credit,[credit],O,1,1
score,[credit", score],O,1,1
current,[current],DATE,1,1
dark,[dark],O,1,1
dealership,[dealership],O,1,1
decades,[decades],DURATION,1,1
design,[design],O,1,1
difference,[difference],O,1,1
dignity,[dignity],O,1,1
dinners,[dinners],O,1,1
diplomats,[diplomats],O,1,1
dirty,[dirty],O,1,1
dress,[dress],O,1,1
driver,[driver],O,1,3
dumb,[dumb],O,1,2
edge,[edge],O,1,1
embodiment,[embodiment],O,1,1
environmental,[environmental],O,1,1
equivalent,[equivalent],O,1,1
example,[example],O,1,1
exchange,[exchange],O,1,1
exhibitionist,[exhibitionist],O,1,1
expensive,[expensive],O,1,1
experts,[experts],O,1,2
joy,[exudes", joy],O,1,1
eye,[eye],O,1,1
face,[face],O,1,2
fact,[fact],O,1,1
fads,[fads],O,1,1
fallback,[fallback],O,1,1
appearance,[family", appearance],O,1,1
laggard,[fashion", laggard],O,1,1
favorite,[favorite],O,1,1
featured,[featured],O,1,1
female,[female],O,1,1
few,[few],DURATION,1,2
fewer,[fewer],O,1,1
finance,[finance],O,1,1
financial,[financial],O,1,1
first,[first],ORDINAL,1,1
flashes,[flashes],O,1,1
flashy,[flashy],O,1,1
four,[four],DURATION,1,1
free,[free],O,1,1
equivalent,[freeway", equivalent],O,1,1
fresh,[fresh],O,1,1
fun,[fun],O,1,1
gentleman,[gentleman],O,1,1
gleam,[gleam],O,1,1
global,[global],O,1,1
gold,[gold],O,1,1
good,[good],O,1,1
grain,[grain],O,1,1
gray,[gray],O,1,6
grays,[grays],O,1,1
grays,[grays],O,1,1
grays,[grays],O,1,1
great,[great],O,1,1
green,[green],O,1,2
green,[green],O,1,1
green,[green],O,1,1
green,[green],O,1,1
appointments,[hair", appointments],O,1,1
happy,[happy],O,1,2
turner,[head", turner],O,1,1
heat,[heat],O,1,1
high-class,[high-class],O,1,1
high-maintenance,[high-maintenance],O,1,1
higher,[higher],O,1,1
hot,[hot],O,1,1
hue,[hue],O,1,1
hues,[hues],O,1,1
human,[human],O,1,2
impressive,[impressive],O,1,1
independent,[independent],O,1,1
interest,[interest],O,1,1
investments,[investments],O,1,1
job,[job],O,1,1
journey,[journey],O,1,1
joy,[joy],O,1,1
laggard,[laggard],O,1,1
landscape,[landscape],O,1,1
latter,[latter],O,1,1
law,[law],O,1,1
payments,[lease", payments],O,1,1
mistakes,[leasing", mistakes],O,1,2
least,[least],O,1,1
less,[less],O,1,1
life,[life],O,1,2
light,[light],O,1,1
links,[links],O,1,1
loan,[loan],O,1,2
calculations,[loan", calculations],O,1,1
logos,[logos],O,1,1
long,[long],O,1,1
loud,[loud],O,1,1
sedan,[luxury", sedan],O,1,1
vehicles,[luxury", vehicles],O,1,1
man,[man],O,1,1
many,[many],O,1,3
manager,[marketing", manager],O,1,1
masculinity,[masculinity],O,1,1
matter,[matter],O,1,1
maturity,[maturity],O,1,1
mechanic,[mechanic],O,1,1
metallic,[metallic],O,1,1
midst,[midst],O,1,1
mom,[minivan", mom],O,1,1
mistakes,[mistakes],O,1,2
modern,[modern],O,1,1
mom,[mom],O,1,1
money,[money],O,1,2
questions,[money", questions],O,1,1
range,[mountain", range],O,1,1
cars,[muscle", cars],O,1,2
muscles,[muscles],O,1,1
myBankrate,[myBankrate],O,1,1
neutral,[neutral],O,1,2
new,[new],O,1,1
next,[next],DURATION,1,1
one,[one],NUMBER,1,1
orange,[orange],O,1,1
products,[order", products],O,1,1
payments,[payments],O,1,1
pennies,[pennies],O,1,1
people,[people],O,1,2
percent,[percent],PERCENT,1,1
placement,[placement],O,1,1
places,[places],O,1,1
products,[products],O,1,1
projects,[projects", stability],O,1,1
publisher,[publisher],O,1,1
quiet,[quiet],O,1,1
quo,[quo],O,1,1
range,[range],O,1,1
rankings,[rankings],O,1,1
rates,[rates],O,1,1
red,[red],O,1,5
reds,[reds],O,1,1
reliable,[reliable],O,1,1
report,[report],O,1,1
reserve,[reserve],O,1,1
road,[road],O,1,2
robe,[robe],O,1,1
rush,[rush],O,1,1
sentiment,[sentiment],O,1,1
services,[services],O,1,1
sizes,[sizes],O,1,1
slight,[slight],O,1,1
small,[small],O,1,1
sort,[sort],O,1,1
sporty,[sporty],O,1,1
stability,[stability],O,1,1
status,[status],O,1,3
steps,[steps],O,1,1
time,[time],O,1,1
1,[1],DATE,1,1
1138891,[1138891],NUMBER,1,1
31-32,[31-32],NUMBER,1,1
494616317,[494616317],NUMBER,1,1
6,[6],NUMBER,1,1
7DP,[7DP],O,1,1
Place,[Alfred", Place],O,1,1
Dennis,[Dennis],PERSON,1,2
Publishing,[Dennis", Publishing],PERSON,1,1
England,[England],LOCATION,1,1
Forest,[England", Forest],LOCATION,1,1
updates,[Express", updates],O,1,1
Facebook,[Facebook],ORGANIZATION,1,1
Forest,[Forest],LOCATION,1,1
subscriptions,[Gift", subscriptions],O,1,1
Heart,[Heart],O,1,1
Ltd,[Ltd],ORGANIZATION,1,1
MOT,[MOT],O,1,1
history,[MOT", history],O,1,1
Major,[Major],ORGANIZATION,1,1
Saarinen,[Martin", Saarinen],PERSON,1,1
certificate,[MoT", certificate],O,1,1
history,[MoT", history],O,1,2
online,[MoT", history", online],O,1,1
past,[MoT", past],O,1,1
reforms,[MoT", reforms],O,1,1
number,[MoT", test", number],O,1,1
Network,[Network],ORGANIZATION,1,1
Penalties,[Penalties],O,1,1
Peugeot,[Peugeot],ORGANIZATION,1,1
Place,[Place],O,1,1
notice,[Privacy", notice],O,1,1
Publishing,[Publishing],PERSON,1,1
address,[Registered", address],O,1,1
Network,[Road", Network],ORGANIZATION,1,1
Saarinen,[Saarinen],PERSON,1,1
Tips,[Tips],O,1,1
UK,[UK],LOCATION,1,2
number,[VAT", number],O,1,1
XC60,[Volvo", XC60],ORGANIZATION,1,1
7DP,[WC1E", 7DP],O,1,1
available,[available],O,1,1
band,[band],O,1,1
big,[big],O,1,1
pads,[brake", pads],O,1,1
news,[breaking", car", news],O,1,1
buyer,[buyer],O,1,1
buyers,[buyers],O,1,1
buying,[buying],O,1,1
car,[car],O,1,9
car,[car],O,1,2
buyer,[car", buyer],O,1,1
buyers,[car", buyers],O,1,1
buying,[car", buying],O,1,1
clocking,[car", clocking],O,1,1
deals,[car", deals],O,1,1
mileage,[car", mileage],O,1,1
news,[car", news],O,1,1
cars,[cars],O,1,2
search,[cars", search],O,1,2
charity,[charity],O,1,1
clocking,[clocking],O,1,1
closed,[closed],O,1,1
section,[comments", section],O,1,1
congestion,[congestion],O,1,1
corrosion,[corrosion],O,1,1
criticism,[criticism],O,1,1
dates,[dates],O,1,1
deals,[deals],O,1,1
details,[details],O,1,2
development,[development],O,1,1
direction,[direction],O,1,1
thread,[discussion", thread],O,1,1
emissions,[emissions],O,1,1
entire,[entire],O,1,1
failure,[failure],O,1,1
first,[first],ORDINAL,1,1
flaws,[flaws],O,1,1
form,[form],O,1,1
free,[free],O,1,1
further,[further],O,1,1
gift,[gift],O,1,1
great,[great],O,1,1
greater,[greater],O,1,1
tests,[group", tests],O,1,2
iPad,[iPad],O,1,1
important,[important],O,1,1
information,[information],O,1,2
intervals,[intervals],O,1,1
keywords,[keywords],O,1,1
latest,[latest],O,1,1
magazine,[magazine],O,1,1
make,[make],O,1,1
matters,[matters],O,1,1
mileage,[mileage],O,1,2
history,[mileage", history],O,1,1
intervals,[mileage", intervals],O,1,1
more,[more],O,1,1
moves,[moves],O,1,1
name,[name],O,1,1
native,[native],O,1,1
need,[need],O,1,1
new,[new],O,1,2
new,[new],O,1,1
notices,[notices],O,1,1
number,[number],O,1,2
one,[one],NUMBER,1,1
other,[other],O,1,1
pads,[pads],O,1,1
past,[past],DATE,1,1
payment,[payment],O,1,1
previous,[previous],O,1,1
reasons,[reasons],O,1,1
reforms,[reforms],O,1,1
registered,[registered],O,1,1
number,[registration", number],O,1,1
reminder,[reminder],O,1,1
reviews,[reviews],O,1,1
roadworthiness,[roadworthiness],O,1,1
second,[second],ORDINAL,1,1
seller,[seller],O,1,1
signs,[signs],O,1,1
site,[site],O,1,1
sites,[sites],O,1,1
snow,[snow],O,1,1
step,[step],O,1,1
band,[tax", band],O,1,1
payment,[tax", payment],O,1,1
number,[test", number],O,1,1
time,[time],O,1,1
tips,[tips],O,1,1
tomorrow,[tomorrow],DATE,1,1
name,[trading", name],O,1,1
woodland,[woodland],O,1,1
54:46,[54:46],NUMBER,1,2
7.970.046,[7.970.046],NUMBER,1,1
7:17,[7:17],TIME,1,2
8.096.883,[8.096.883],NUMBER,1,1
8.407.965,[8.407.965],NUMBER,1,1
823.153.271,[823.153.271],NUMBER,1,1
8:36,[8:36],TIME,1,2
9.483.125,[9.483.125],NUMBER,1,1
Toys,[Baby", Games", Toys],ORGANIZATION,1,1
Colors,[Bathing", Learn", Colors],O,1,1
Ride,[Battery-Powered", Ride],MISC,1,1
tilstand,[Begrænset", tilstand],O,1,1
børn,[Biler", legetøj", videoer", til", børn],O,1,1
Bill,[Bill],PERSON,1,1
Bill,[Bill],O,1,1
Blazin,[Blazin],O,1,1
Boat,[Boat],O,1,1
bro,[Bygge", bro],O,1,1
CARS,[CARRY", CASE", TRANSPORTATION", DISNEY", PIXAR", CARS],O,1,1
CARS,[CARS],O,1,1
CARS,[CARS],O,1,1
CARS,[CARS],O,1,1
CARTOON,[CARTOON],O,1,1
CARS,[CASE", TRANSPORTATION", DISNEY", PIXAR", CARS],O,1,1
Toys,[CKN", Toys],O,1,1
Toys,[Car", 6V", Test", Drive", Park", Playtime", Fun", Ckn", Toys],MISC,1,1
Painting,[Car", Painting],O,1,1
Part,[Car", Part],O,1,1
Cars,[Cars],O,1,4
Changers,[Cars", Color", Changers],ORGANIZATION,1,1
Colors,[Cars", Fun", Bathing", Learn", Colors],O,1,1
cars,[Cars", Lightning", McQueen", Mack", Truck", Play", Doh", Stop", Motion", video", Disney", cars", toys", baby", kids", song],O,1,1
Videos,[Cartoon", Videos],O,1,1
Cartoons,[Cartoons],O,1,1
Changers,[Changers],ORGANIZATION,1,1
Channel,[Channel],O,1,1
Children,[Children],O,1,14
Heroes,[City", Heroes],O,1,4
Toys,[Ckn", Toys],MISC,1,1
Cars,[Color", Cars],O,1,1
Changers,[Color", Changers],ORGANIZATION,1,1
Videos,[Color", Learning", Videos],O,1,1
Colors,[Colors],O,1,5
Compilation,[Compilation],O,1,1
Cooper,[Cooper],PERSON,1,2
CARS,[DISNEY", CARS],ORGANIZATION,1,1
CARS,[DISNEY", PIXAR", CARS],O,1,1
Digger,[Digger],ORGANIZATION,1,1
Game,[Digger", Game],O,1,1
Digger,[Dinosaur", Digger],ORGANIZATION,1,1
Game,[Dinosaur", Digger", Game],O,1,1
Changers,[Disney", Cars", Color", Changers],ORGANIZATION,1,1
McQueen,[Disney", Pixar", Lightning", McQueen],ORGANIZATION,1,1
cars,[Disney", cars", toys", baby", kids", song],ORGANIZATION,1,1
cars,[Doh", Stop", Motion", video", Disney", cars", toys", baby", kids", song],ORGANIZATION,1,1
Toys,[Drive", Park", Playtime", Fun", Ckn", Toys],MISC,1,1
McQueen,[EGG", SURPRISE", OPENING", Disney", Pixar", Lightning", McQueen],O,1,1
Episode,[Episode],O,1,1
FULL,[FULL],O,1,1
https://www.facebook.com/coilbook,[Facebook", https://www.facebook.com/coilbook],ORGANIZATION,1,1
Songs,[Family", Nursery", Rhymes", Songs],O,1,1
Songs,[Finger", Family", Nursery", Rhymes", Songs],O,1,1
Truck,[Fire", Truck],O,1,2
truck,[Fire", truck],O,1,1
Florence,[Florence],O,1,1
Toys,[FluffyJet", Toys],O,1,1
Colors,[Fun", Bathing", Learn", Colors],O,1,1
Toys,[Fun", Ckn", Toys],MISC,1,1
Game,[Fun", Dinosaur", Digger", Game],O,1,1
til,[Føj", til],O,1,1
McQueen,[GIANT", EGG", SURPRISE", OPENING", Disney", Pixar", Lightning", McQueen],O,1,1
TV,[GUJA", TV],ORGANIZATION,1,1
Game,[Game],O,1,1
Game,[Game],O,1,1
Toys,[Games", Toys],ORGANIZATION,1,1
Playset,[Garage", Service", Playset],O,1,1
Glow,[Glow", Train],O,1,1
Train,[Glow", Train],O,1,1
Train,[Glow", Train],O,1,1
Google,[Google],ORGANIZATION,1,1
CARS,[HAULER", CARRY", CASE", TRANSPORTATION", DISNEY", PIXAR", CARS],O,1,1
Compilation,[Heavy", Vehicle", |", Compilation],O,1,1
Heroes,[Heroes],O,1,4
Indlæser,[Indlæser],O,1,2
Indlæser,[Indlæser],O,1,1
Indlæser,[Indlæser],O,1,1
playlister,[Indlæser", playlister],O,1,1
Jake,[Jake],PERSON,1,1
Kids,[Kids],O,1,6
Colors,[Kids", Colors],O,1,1
Game,[Kids", Game],O,1,1
